id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd03211_c0	15-cis-Phytoene_c0	C40H64	0	YVLPJIGOMTXXLP-BHLJUDRVSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	230.58	C05421	cpd03211
cpd00201_c0	10-Formyltetrahydrofolate_c0	C20H21N7O7	-2	AUFGTPPARQZWDO-YUZLPWPTSA-L	N=c1nc([O-])c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1)N2	-144.77	C00234	cpd00201
cpd03524_c0	10-Formyl-THF-L-glutamate_c0	C25H27N8O10	-3	BHBZPCBOCZGPTF-KBMXLJTQSA-K	N=c1nc([O-])c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC([O-])=NC(CCC(=O)[O-])C(=O)O)C(=O)O)cc1)N2	-251.75	C05928	cpd03524
cpd00477_c0	N-Acetyl-L-glutamate_c0	C7H9NO5	-2	RFMMMVDNIPUKGG-YFKPBYRVSA-L	CC([O-])=NC(CCC(=O)[O-])C(=O)O	-193.73	C00624	cpd00477
cpd00654_c0	Deoxycytidine_c0	C9H13N3O4	0	CKTSBUTUHBMZGZ-SHYZEUOFSA-N	N=c1ccn(C2CC(O)C(CO)O2)c(O)n1	-93.04	C00881	cpd00654
cpd11503_c0	6-methyl-octanoyl-ACP_c0	C20H37N2O8PRS	-1					cpd11503
cpd11504_c0	8-methyl-3-oxo-decanoyl-ACP_c0	C22H39N2O9PRS	-1					cpd11504
cpd00036_e0	Succinate_e0	C4H4O4	-2	KDYFGRWQOYBRFD-UHFFFAOYSA-L	O=C([O-])CCC(=O)[O-]	-162.96	C00042	cpd00036
cpd00036_c0	Succinate_c0	C4H4O4	-2	KDYFGRWQOYBRFD-UHFFFAOYSA-L	O=C([O-])CCC(=O)[O-]	-162.96	C00042	cpd00036
cpd00198_c0	D-Xylulose5-phosphate_c0	C5H9O8P	-2	FNZLKVNUWIIPSJ-RFZPGFLSSA-L	O=C(CO)C(O)C(O)COP(=O)([O-])[O-]	-393.5	C00231	cpd00198
cpd15317_c0	1-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl_c0	C21H42NO7P	0			-304.1		cpd15317
cpd00908_c0	Glycerophosphoethanolamine_c0	C5H14NO6P	0	JZNWSCPGTDBMEW-UHFFFAOYSA-N	NCCOP(=O)(O)OCC(O)CO	-311.69	C01233	cpd00908
cpd15237_c0	hexadecenoate_c0	C16H29O2	-1			-41.71		cpd15237
cpd11576_e0	L-methionine R-oxide_e0	C5H11NO3S	0					cpd11576
cpd11576_c0	L-methionine R-oxide_c0	C5H11NO3S	0					cpd11576
cpd00191_c0	3-Oxopropanoate_c0	C3H3O3	-1	OAKURXIZZOAYBC-UHFFFAOYSA-M	O=CCC(=O)[O-]	-111.88	C00222	cpd00191
cpd04097_c0	Pb_c0	Pb	2	RVPVRDXYQKGNMQ-UHFFFAOYSA-N	[Pb+2]		C06696	cpd04097
cpd04097_e0	Pb_e0	Pb	2	RVPVRDXYQKGNMQ-UHFFFAOYSA-N	[Pb+2]		C06696	cpd04097
cpd15540_c0	Phosphatidylglycerol dioctadecanoyl_c0	C42H82O10P	-1			-406.42		cpd15540
cpd00100_c0	Glycerol_c0	C3H8O3	0	PEDCQBHIVMGVHV-UHFFFAOYSA-N	OCC(O)CO	-116.18	C00116	cpd00100
cpd15793_c0	Stearoylcardiolipin (B. subtilis)_c0	C81H156O17P2	-2			-696.66		cpd15793
cpd00807_c0	L-histidinol-phosphate_c0	C6H11N3O4P	-1	CWNDERHTHMWBSI-YFKPBYRVSA-M	NC(COP(=O)([O-])O)Cc1cnc[nH]1	-214.91	C01100	cpd00807
cpd00930_c0	imidazole acetol-phosphate_c0	C6H7N2O5P	-2	YCFFMSOLUMRAMD-UHFFFAOYSA-L	O=C(COP(=O)([O-])[O-])Cc1cnc[nH]1	-242.14	C01267	cpd00930
cpd03414_c0	UroporphyrinogenI_c0	C40H36N4O16	-8	QTTNOSKSLATGQB-UHFFFAOYSA-F	O=C([O-])CCc1c2[nH]c(c1CC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])C2		C05766	cpd03414
cpd03416_c0	CoproporphyrinogenI_c0	C36H40N4O8	-4	WIUGGJKHYQIGNH-UHFFFAOYSA-J	Cc1c2[nH]c(c1CCC(=O)[O-])Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(CCC(=O)[O-])c1C)C2		C05768	cpd03416
cpd00154_e0	Xylose_e0	C5H10O5	0	SRBFZHDQGSBBOR-LECHCGJUSA-N	OC1COC(O)C(O)C1O	-180.06	C00181	cpd00154
cpd00154_c0	Xylose_c0	C5H10O5	0	SRBFZHDQGSBBOR-LECHCGJUSA-N	OC1COC(O)C(O)C1O	-180.06	C00181	cpd00154
cpd02961_c0	Dihydroneopterin_c0	C9H13N5O4	0	YQIFAMYNGGOTFB-XINAWCOVSA-N	N=c1nc(O)c2c([nH]1)NCC(C(O)C(O)CO)=N2	-75.95	C04874	cpd02961
cpd00229_c0	Glycolaldehyde_c0	C2H4O2	0	WGCNASOHLSPBMP-UHFFFAOYSA-N	O=CCO	-70.28	C00266	cpd00229
cpd00954_c0	6-hydroxymethyl dihydropterin_c0	C7H9N5O2	0	CQQNNQTXUGLUEV-UHFFFAOYSA-N	N=c1nc(O)c2c([nH]1)NCC(CO)=N2	-3.11	C01300	cpd00954
cpd00202_c0	DMAPP_c0	C5H10O7P2	-2	CBIDRCWHNCKSTO-UHFFFAOYSA-L	CC(C)=CCOP(=O)(O)OP(=O)([O-])[O-]	-439.18	C00235	cpd00202
cpd08615_c0	1-Hydroxy-2-methyl-2-butenyl 4-diphosphate_c0	C5H10O8P2	-2	MDSIZRKJVDMQOQ-GORDUTHDSA-L	CC(=CCOP(=O)(O)OP(=O)([O-])[O-])CO	-475.41	C11811	cpd08615
cpd00007_c0	O2_c0	O2	0	MYMOFIZGZYHOMD-UHFFFAOYSA-N	O=O	3.9197	C00007	cpd00007
cpd00025_c0	H2O2_c0	H2O2	0	MHAJPDPJQMAIIY-UHFFFAOYSA-N	OO	-32.05	C00027	cpd00025
cpd11540_c0	13-methyl-tetra-decanoyl-ACP_c0	C26H49N2O8PRS	-2					cpd11540
cpd11541_c0	15-methyl-3-oxo-hexa-decanoyl-ACP_c0	C28H51N2O9PRS	-1					cpd11541
cpd00080_c0	Glycerol-3-phosphate_c0	C3H7O6P	-2	AWUCVROLDVIAJX-GSVOUGTGSA-L	O=P([O-])([O-])OCC(O)CO	-328.68	C00093	cpd00080
cpd15686_c0	CDP-1,2-diisopentadecanoylglycerol_c0	C42H75N3O15P2	-2			-644.46		cpd15686
cpd15719_c0	Diisopentadecanoylphosphatidylglycerophosphate_c0	C36H70O13P2	-2			-632.26		cpd15719
cpd11439_c0	fa4coa_c0	C36H61N7O17P3S	-3			-766.58		cpd11439
cpd15675_c0	1-anteisopentadecanoyl-sn-glycerol 3-phosphate_c0	C18H36O7P	-1			-346.88		cpd15675
cpd08370_c0	Cobalt-precorrin 4_c0	C44H44CoN4O16	-6	QYZXELMKMXMGDC-CDNVWSQKSA-F	CC1OC(=O)CC2(C)C(CCC(=O)[O-])C3=CC4=NC(=C(CCC(=O)[O-])C4(C)CC(=O)[O-])Cc4[n-]c(c(CCC(=O)[O-])c4CC(=O)[O-])CC4=NC(=C(CC(=O)[O-])C4(C)CCC(=O)[O-])C12[N-]3.[Co+4]		C11540	cpd08370
cpd00019_c0	S-Adenosyl-homocysteine_c0	C14H20N6O5S	0	ZJUKTBDSGOFHSH-WFMPWKQPSA-N	Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O	-76.11	C00021	cpd00019
cpd08371_c0	Cobalt-precorrin 5_c0	C45H46CoN4O16	-6	FMPRUTAGAUSVOA-IBAGIMPYSA-F	CC1OC(=O)CC2(C)C(CCC(=O)[O-])C3=CC4=NC(=C(CCC(=O)[O-])C4(C)CC(=O)[O-])CC4(C)[N-]C(=CC5=NC(=C(CC(=O)[O-])C5(C)CCC(=O)[O-])C12N3)C(CCC(=O)[O-])=C4CC(=O)[O-].[Co+2]		C11541	cpd08371
cpd15331_c0	1-tetradecanoyl-sn-glycerol 3-phosphate_c0	C17H33O7P	-2	FAZBDRGXCKPVJU-UHFFFAOYSA-L	CCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-]	-346.69		cpd15331
cpd15522_c0	1,2-ditetradecanoyl-sn-glycerol 3-phosphate_c0	C31H60O8P	-1			-364.7		cpd15522
cpd15682_c0	1,2-diisohexadecanoyl-sn-glycerol 3-phosphate_c0	C35H68O8P	-1			-361.84		cpd15682
cpd02498_c0	2,3-Dihydroxy-isovalerate_c0	C5H9O4	-1	JTEYKUFKXGDTEU-VKHMYHEASA-M	CC(C)(O)C(O)C(=O)[O-]	-161.2	C04039	cpd02498
cpd00123_c0	3-Methyl-2-oxobutanoate_c0	C5H7O3	-1	QHKABHOOEWYVLI-UHFFFAOYSA-M	CC(C)C(=O)C(=O)[O-]	-111.26	C00141	cpd00123
cpd11543_c0	15-methyl-trans-hexa-dec-2-enoyl-ACP_c0	C28H51N2O8PRS	-1					cpd11543
cpd11544_c0	15-methyl-hexa-decanoyl-ACP_c0	C28H53N2O8PRS	-2					cpd11544
cpd11432_c0	fa11coa_c0	C38H65N7O17P3S	-3			-763.34		cpd11432
cpd15671_c0	1-isoheptadecanoyl-sn-glycerol 3-phosphate_c0	C20H40O7P	-1			-343.64		cpd15671
cpd00171_c0	D-Ribulose5-phosphate_c0	C5H9O8P	-2	FNZLKVNUWIIPSJ-UHNVWZDZSA-L	O=C(CO)C(O)C(O)COP(=O)([O-])[O-]	-393.5	C00199	cpd00171
cpd00047_c0	Formate_c0	CHO2	-1	BDAGIHXWWSANSR-UHFFFAOYSA-M	O=C[O-]	-83.9	C00058	cpd00047
cpd11225_c0	3-4-dihydroxy-2-butanone4-phosphate_c0	C4H7O6P	-2	OKYHYXLCTGGOLM-SCSAIBSYSA-L	CC(=O)C(O)COP(=O)([O-])[O-]	-320.85	C15556	cpd11225
cpd11536_c0	11-methyl-dodecanoyl-ACP_c0	C24H45N2O8PRS	-1					cpd11536
cpd11537_c0	13-methyl-3-oxo-tetra-decanoyl-ACP_c0	C26H47N2O9PRS	-1					cpd11537
cpd02465_c0	tetrahydrodipicolinate_c0	C7H7NO4	-2	CXMBCXQHOXUCEO-BYPYZUCNSA-L	O=C([O-])C1=NC(C(=O)[O-])CCC1	-138.97	C03972	cpd02465
cpd03289_c0	L-2-Acetamido-6-oxopimelate_c0	C9H11NO6	-2	RVHKMLVNOXVQRH-LURJTMIESA-L	CC([O-])=NC(CCCC(=O)C(=O)O)C(=O)[O-]	-218.05	C05539	cpd03289
cpd00342_c0	N-Acetylornithine_c0	C7H14N2O3	0	JRLGPAXAGHMNOL-LURJTMIESA-N	CC(O)=NC(CCCN)C(=O)O	-115.26	C00437	cpd00342
cpd00095_c0	Glycerone-phosphate_c0	C3H5O6P	-2	GNGACRATGGDKBX-UHFFFAOYSA-L	O=C(CO)COP(=O)([O-])[O-]	-320.66	C00111	cpd00095
cpd01647_c0	2-Phenylacetamide_c0	C8H9NO	0	LSBDFXRDZJMBSC-UHFFFAOYSA-N	N=C(O)Cc1ccccc1	-7.44	C02505	cpd01647
cpd00430_c0	PACT_c0	C8H8O2	0	IPBVNPXQWQGGJP-UHFFFAOYSA-N	CC(=O)Oc1ccccc1	-47.35	C00548	cpd00430
cpd00208_c0	LACT_c0	C12H22O11	0	GUBGYTABKSRVRQ-QKKXKWKRSA-N	OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O	-376.76	C00243	cpd00208
cpd00108_c0	Galactose_c0	C6H12O6	0	WQZGKKKJIJFFOK-SVZMEOIVSA-N	OCC1OC(O)C(O)C(O)C1O	-218.28	C00124	cpd00108
cpd02333_c0	Quinolinate_c0	C7H3NO4	-2	GJAWHXHKYYXBSV-UHFFFAOYSA-L	O=C([O-])c1cccnc1C(=O)[O-]	-119.77	C03722	cpd02333
cpd03470_c0	Iminoaspartate_c0	C4H3NO4	-2	NMUOATVLLQEYHI-UHFFFAOYSA-L	N=C(CC(=O)[O-])C(=O)[O-]	-173.6	C05840	cpd03470
cpd00147_c0	5-Methylthioadenosine_c0	C11H15N5O3S	0	WUUGFSXJNOTRMR-IOSLPCCCSA-N	CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O	1.27	C00170	cpd00147
cpd00128_c0	Adenine_c0	C5H5N5	0	GFFGJBXGBJISGV-UHFFFAOYSA-N	Nc1nc[nH]c2ncnc1-2	78.85	C00147	cpd00128
cpd01981_c0	5-Methylthio-D-ribose_c0	C6H12O4S	0	OLVVOVIFTBSBBH-JDJSBBGDSA-N	CSCC1OC(O)C(O)C1O	-135	C03089	cpd01981
cpd00020_c0	Pyruvate_c0	C3H3O3	-1	LCTONWCANYUPML-UHFFFAOYSA-M	CC(=O)C(=O)[O-]	-112.69	C00022	cpd00020
cpd15685_c0	CDP-1,2-diisotetradecanoylglycerol_c0	C40H71N3O15P2	-2			-647.7		cpd15685
cpd15691_c0	Diisotetradecanoylphosphatidylserine_c0	C34H64NO10P	-2			-431.98		cpd15691
cpd11585_e0	L-alanylglycine_e0	C5H10N2O3	0	CXISPYVYMQWFLE-VKHMYHEASA-N	CC(N)C(O)=NCC(=O)O	-118.5		cpd11585
cpd11585_c0	L-alanylglycine_c0	C5H10N2O3	0	CXISPYVYMQWFLE-VKHMYHEASA-N	CC(N)C(O)=NCC(=O)O	-118.5		cpd11585
cpd00162_c0	Aminoethanol_c0	C2H8NO	1	HZAXFHJVJLSVMW-UHFFFAOYSA-O	[NH3+]CCO	-44.51	C00189	cpd00162
cpd00071_c0	Acetaldehyde_c0	C2H4O	0	IKHGUXGNUITLKF-UHFFFAOYSA-N	CC=O	-33.4	C00084	cpd00071
cpd00222_c0	GLCN_c0	C6H11O7	-1	RGHNJXZEOKUKBD-SQOUGZDYSA-M	O=C([O-])C(O)C(O)C(O)C(O)CO	-268.66	C00257	cpd00222
cpd00176_c0	2-keto-3-deoxygluconate_c0	C6H9O6	-1	WPAMZTWLKIDIOP-WVZVXSGGSA-M	O=C([O-])C(=O)CC(O)C(O)CO	-220.14	C00204	cpd00176
cpd00236_c0	D-Erythrose4-phosphate_c0	C4H7O7P	-2	NGHMDNPXVRFFGS-IUYQGCFVSA-L	O=CC(O)C(O)COP(=O)([O-])[O-]	-355.62	C00279	cpd00236
cpd02147_c0	4-Phosphoerythronate_c0	C4H6O8P	-3	ZCZXOHUILRHRQJ-UHFFFAOYSA-K	O=C([O-])C(O)C(O)COP(=O)([O-])[O-]	-408.32	C03393	cpd02147
cpd11582_e0	ala-L-Thr-L_e0	C7H14N2O4	0			-155.11		cpd11582
cpd11582_c0	ala-L-Thr-L_c0	C7H14N2O4	0			-155.11		cpd11582
cpd00287_c0	3-Oxo-2-methylpropanoate_c0	C4H5O3	-1	VOKUMXABRRXHAR-VKHMYHEASA-M	CC(C=O)C(=O)[O-]	-112.07	C00349	cpd00287
cpd00086_c0	Propionyl-CoA_c0	C24H36N7O17P3S	-4	QAQREVBBADEHPA-IEXPHMLFSA-J	CCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-784.21	C00100	cpd00086
cpd00012_e0	PPi_e0	HO7P2	-3	XPPKVPWEQAFLFU-UHFFFAOYSA-L	O=P([O-])([O-])OP(=O)(O)O	-480.93	C00013	cpd00012
cpd00810_c0	Orotidylic acid_c0	C10H10N2O11P	-3	KYOBSHFOBAOFBF-XVFCMESISA-K	O=C([O-])c1cc([O-])nc(=O)n1C1OC(COP(=O)([O-])O)C(O)C1O	-479.18	C01103	cpd00810
cpd00091_c0	UMP_c0	C9H11N2O9P	-2	DJJCXFVJDGTHFX-XVFCMESISA-L	O=c1nc([O-])ccn1C1OC(COP(=O)([O-])O)C(O)C1O	-397.77	C00105	cpd00091
cpd00258_c0	D-Ribulose_c0	C5H10O5	0	ZAQJHHRNXZUBTE-NQXXGFSBSA-N	O=C(CO)C(O)C(O)CO	-181	C00309	cpd00258
cpd02654_c0	4-Methyl-5--2-phosphoethyl-thiazole_c0	C6H8NO4PS	-2	OCYMERZCMYJQQO-UHFFFAOYSA-L	Cc1ncsc1CCOP(=O)([O-])[O-]	-219.61	C04327	cpd02654
cpd02894_c0	4-Amino-2-methyl-5-diphosphomethylpyrimidine_c0	C6H9N3O7P2	-2	AGQJQCFEPUVXNK-UHFFFAOYSA-L	Cc1ncc(COP(=O)(O)OP(=O)([O-])[O-])c(=N)[nH]1	-412.04	C04752	cpd02894
cpd00793_c0	Thiamine phosphate_c0	C12H16N4O4PS	-1	HZSAJDVWZRBGIF-UHFFFAOYSA-M	Cc1ncc(C[n+]2csc(CCOP(=O)([O-])[O-])c2C)c(=N)[nH]1	-160.32	C01081	cpd00793
cpd01960_c0	2-Oxohept-3-enedioate_c0	C7H6O5	-2	HYVSZVZMTYIHKF-HNQUOIGGSA-L	O=C([O-])CCC=CC(=O)C(=O)[O-]	-164.85	C03063	cpd01960
cpd03326_c0	2-Hydroxyhepta-2,4-dienedioate_c0	C7H6O5	-2	ZBCBETMBSDTINL-WFTYEQLWSA-L	O=C([O-])CC=CC=C([O-])C(=O)O	-158.35	C05600	cpd03326
cpd15350_c0	2-dodecanoyl-sn-glycerol 3-phosphate_c0	C15H30O7P	-1			-349.93		cpd15350
cpd01741_c0	ddca_c0	C12H23O2	-1	POULHZVOKOAJMA-UHFFFAOYSA-M	CCCCCCCCCCCC(=O)[O-]	-70.55	C02679	cpd01741
cpd00199_c0	4-Oxobutanoate_c0	C4H5O3	-1	UIUJIQZEACWQSV-UHFFFAOYSA-M	O=CCCC(=O)[O-]	-110.26	C00232	cpd00199
cpd03708_c0	2,4-Dihydroxyhept-2-enedioate_c0	C7H8O6	-2	APNIDHDQYISZAE-HYXAFXHYSA-L	O=C([O-])CCC(O)C=C([O-])C(=O)O	-213.93	C06201	cpd03708
cpd00345_c0	5-Methyltetrahydrofolate_c0	C20H23N7O6	-2	ZNOVTXRBGFNYRX-UHFFFAOYSA-L	CN1c2c([O-])nc(=N)[nH]c2NCC1CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1	-101.7	C00440	cpd00345
cpd00125_c0	5-10-Methylenetetrahydrofolate_c0	C20H21N7O6	-2	QYNUQALWYRSVHF-OLZOCXBDSA-L	N=c1nc([O-])c2c([nH]1)NCC1CN(c3ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc3)CN21	-93.65	C00143	cpd00125
cpd02738_c0	5-Methyltetrahydropteroyltri-L-glutamate_c0	C30H35N9O12	-4	HVRNKDVLFAVCJF-VJANTYMQSA-J	CN1c2c([O-])nc(=N)[nH]c2NCC1CNc1ccc(C(=O)NC(CCC([O-])=NC(CCC([O-])=NC(CCC(=O)[O-])C(=O)O)C(=O)O)C(=O)O)cc1	-315.66	C04489	cpd02738
cpd02555_c0	Tetrahydropteroyltri-L-glutamate_c0	C29H33N9O12	-4	RXWVHRYZTWZATH-UHFFFAOYSA-J	N=c1nc([O-])c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC([O-])=NC(CCC([O-])=NC(CCC(=O)[O-])C(=O)O)C(=O)O)C(=O)O)cc1)N2	-313.63	C04144	cpd02555
cpd15308_c0	1,2-Diacyl-sn-glycerol ditetradec-7-enoyl_c0	C31H56O5	0			-107.48		cpd15308
cpd15523_c0	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate_c0	C31H56O8P	-1			-319.98		cpd15523
cpd11586_e0	ala-L-glu-L_e0	C8H13N2O5	-1			-194.9		cpd11586
cpd11586_c0	ala-L-glu-L_c0	C8H13N2O5	-1			-194.9		cpd11586
cpd00307_c0	Cytosine_c0	C4H5N3O	0	OPTASPLRGRRNAP-UHFFFAOYSA-N	N=c1ccnc(O)[nH]1	-8.68	C00380	cpd00307
cpd00092_c0	Uracil_c0	C4H4N2O2	0	ISAKRJDGNUQOIC-UHFFFAOYSA-N	Oc1ccnc(O)n1	-61.07	C00106	cpd00092
cpd00309_c0	XAN_c0	C5H4N4O2	0	LRFVTYWOQMYALW-UHFFFAOYSA-N	Oc1nc(O)c2nc[nH]c2n1	-27.73	C00385	cpd00309
cpd15702_c0	1,2-Dianteisoheptadecanoyl-sn-glycerol_c0	C37H72O5	0			-146.1		cpd15702
cpd15678_c0	1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate_c0	C37H72O8P	-1			-358.6		cpd15678
cpd11573_c0	Octodecanoyl-ACP_c0	C29H55N2O8PRS	-2					cpd11573
cpd00327_c0	strcoa_c0	C39H66N7O17P3S	-4	SIARJEKBADXQJG-LFZQUHGESA-J	CCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-759.91	C00412	cpd00327
cpd11437_c0	fa3coa_c0	C36H61N7O17P3S	-3			-766.58		cpd11437
cpd02210_c0	Indoleglycerol phosphate_c0	C11H12NO6P	-2	NQEQTYPJSIEPHW-MNOVXSKESA-L	O=P([O-])([O-])OCC(O)C(O)c1c[nH]c2ccccc12	-267.57	C03506	cpd02210
cpd00102_c0	Glyceraldehyde3-phosphate_c0	C3H5O6P	-2	LXJXRIRHZLFYRP-VKHMYHEASA-L	O=CC(O)COP(=O)([O-])[O-]	-319.2	C00118	cpd00102
cpd00359_c0	indol_c0	C8H7N	0	SIKJAQJRHWYJAI-UHFFFAOYSA-N	c1ccc2[nH]ccc2c1	54.41	C00463	cpd00359
cpd15325_c0	1-dodecanoyl-sn-glycerol 3-phosphate_c0	C15H29O7P	-2	STTKJLVEXMKLNA-UHFFFAOYSA-L	CCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-]	-349.93		cpd15325
cpd03002_c0	Lipid A disaccharide_c0	C68H127N2O20P	-2	HLDJGHAAKRKPAV-QDORLFPLSA-L	CCCCCCCCCCCC(O)CC(=O)OC1C(O)C(CO)OC(OCC2OC(OP(=O)(O)O)C(N=C([O-])CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)C1N=C([O-])CC(O)CCCCCCCCCCC	-727.26	C04932	cpd03002
cpd02993_c0	Lipid IV(A)_c0	C68H126N2O23P2	-4	KVJWZTLXIROHIL-QDORLFPLSA-J	CCCCCCCCCCCC(O)CC(=O)OC1C(O)C(COC2OC(CO)C(OP(=O)([O-])[O-])C(OC(=O)CC(O)CCCCCCCCCCC)C2N=C([O-])CC(O)CCCCCCCCCCC)OC(OP(=O)(O)O)C1N=C([O-])CC(O)CCCCCCCCCCC	-939.76	C04919	cpd02993
cpd02730_c0	3-Deoxy-D-manno-octulosonate8-phosphate_c0	C8H12O11P	-3	RTNBXJBOAIDPME-SHUUEZRQSA-K	O=C([O-])C(=O)CC(O)C(O)C(O)C(O)COP(=O)([O-])[O-]	-505.48	C04478	cpd02730
cpd00817_c0	D-Arabinose5-phosphate_c0	C5H9O8P	-2	PPQRONHOSHZGFQ-WDCZJNDASA-L	O=CC(O)C(O)C(O)COP(=O)([O-])[O-]	-392.04	C01112	cpd00817
cpd12225_c0	Dihydrolipolprotein_c0	CH3RS2	0				C02972	cpd12225
cpd12005_c0	Lipoylprotein_c0	CHRS2	0				C02051	cpd12005
cpd15677_c0	1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate_c0	C37H72O8P	-1			-358.6		cpd15677
cpd15605_c0	Gly-Phe_c0	C11H14N2O3	0					cpd15605
cpd00066_c0	L-Phenylalanine_c0	C9H11NO2	0	COLNVLDHVKWLRT-QMMMGPOBSA-N	NC(Cc1ccccc1)C(=O)O	-51.05	C00079	cpd00066
cpd01977_c0	4-Phospho-L-aspartate_c0	C4H6NO7P	-2	IXZNKTPIYKDIGG-REOHCLBHSA-L	NC(CC(=O)OP(=O)([O-])O)C(=O)[O-]	-380.65	C03082	cpd01977
cpd15422_c0	CDP-1,2-ditetradec-7-enoylglycerol_c0	C40H67N3O15P2	-2			-599.36		cpd15422
cpd00493_c0	Pyridoxamine phosphate_c0	C8H12N2O5P	-1	ZMJGSOSNSPKHNH-UHFFFAOYSA-M	Cc1ncc(COP(=O)(O)O)c(CN)c1[O-]	-244.68	C00647	cpd00493
cpd00016_c0	Pyridoxal phosphate_c0	C8H8NO6P	-2	NGVDGCNFYWLIFO-UHFFFAOYSA-L	Cc1ncc(COP(=O)([O-])O)c(C=O)c1[O-]	-272	C00018	cpd00016
cpd15357_c0	2-octadec-11-enoyl-sn-glycerol 3-phosphate_c0	C21H40O7P	-1			-317.85		cpd15357
cpd15269_c0	octadecenoate_c0	C18H33O2	-1			-38.47		cpd15269
cpd03205_c0	Phytoene_c0	C40H64	0	YVLPJIGOMTXXLP-KEKOKYSKSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	230.58	C05413	cpd03205
cpd11502_c0	6-methyl-trans-oct-2-enoyl-ACP_c0	C20H35N2O8PRS	-1					cpd11502
cpd11464_c0	Butyryl-ACP_c0	C15H28N2O8PRS	-2				C05745	cpd11464
cpd11486_c0	3-Oxohexanoyl-[acp]_c0	C17H30N2O9PRS	-2				C05746	cpd11486
cpd00119_c0	L-Histidine_c0	C6H9N3O2	0	HNDVDQJCIGZPNO-YFKPBYRVSA-N	NC(Cc1cnc[nH]1)C(=O)O	-45.63	C00135	cpd00119
cpd00581_c0	Urocanate_c0	C6H5N2O2	-1	LOIYMIARKYCTBW-OWOJBTEDSA-M	O=C([O-])C=Cc1cnc[nH]1	-26.85	C00785	cpd00581
cpd00135_c0	Homocysteine_c0	C4H9NO2S	0	FFFHZYDWPBMWHY-VKHMYHEASA-N	NC(CCS)C(=O)O	-81.774	C00155	cpd00135
cpd03124_c0	Hexanoyl-CoA_c0	C27H42N7O17P3S	-4	OEXFMSFODMQEPE-UHFFFAOYSA-J	CCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-779.35	C05270	cpd03124
cpd03121_c0	3-Oxooctanoyl-CoA_c0	C29H44N7O18P3S	-4	WPIVBCGRGVNDDT-CECATXLMSA-J	CCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-806.13	C05267	cpd03121
cpd01012_c0	Cd2+_c0	Cd	2	WLZRMCYVCSSEQC-UHFFFAOYSA-N	[Cd+2]		C01413	cpd01012
cpd01012_e0	Cd2+_e0	Cd	2	WLZRMCYVCSSEQC-UHFFFAOYSA-N	[Cd+2]		C01413	cpd01012
cpd00268_c0	H2S2O3_c0	HO3S2	-1	DHCDFWKWKRSZHF-UHFFFAOYSA-M	O=S([O-])(O)=S	-122.7	C00320	cpd00268
cpd11421_c0	trdrd_c0	C6H9NO2R2S2	0				C00342	cpd11421
