id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd02295_c0	1-4-Dihydroxy-2-naphthoate_c0	C11H7O4	-1	VOJUXHHACRXLTD-UHFFFAOYSA-M	O=C(O)c1cc([O-])c2ccccc2c1O	-122.199	C03657	cpd02295
cpd00101_c0	ribose-5-phosphate_c0	C5H9O8P	-2	PPQRONHOSHZGFQ-LMVFSUKVSA-L	O=CC(O)C(O)C(O)COP(=O)([O-])[O-]	-392.04	C00117	cpd00101
cpd00847_c0	Ribose 1,5-bisphosphate_c0	C5H10O11P2	-2	AAAFZMYJJHWUPN-TXICZTDVSA-J	O=P([O-])([O-])OCC1OC(OP(=O)([O-])[O-])C(O)C1O	-606.62	C01151	cpd00847
cpd15317_c0	1-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl_c0	C21H42NO7P	0			-304.1		cpd15317
cpd00908_c0	Glycerophosphoethanolamine_c0	C5H14NO6P	0	JZNWSCPGTDBMEW-UHFFFAOYSA-N	NCCOP(=O)(O)OCC(O)CO	-311.69	C01233	cpd00908
cpd15237_c0	hexadecenoate_c0	C16H29O2	-1			-41.71		cpd15237
cpd03964_c0	Deisopropylatrazine_c0	C5H8N5Cl	0	IVENSCMCQBJAKW-UHFFFAOYSA-N	CCN=c1[nH]c(Cl)nc(=N)[nH]1	48.79	C06556	cpd03964
cpd00071_c0	Acetaldehyde_c0	C2H4O	0	IKHGUXGNUITLKF-UHFFFAOYSA-N	CC=O	-33.4	C00084	cpd00071
cpd03968_c0	Deisopropyldeethylatrazine_c0	C3H4N5Cl	0	FVFVNNKYKYZTJU-UHFFFAOYSA-N	N=c1nc(Cl)[nH]c(=N)[nH]1	42.36	C06560	cpd03968
cpd00311_c0	Guanosine_c0	C10H13N5O5	0	NYHBQMYGNKIUIF-UUOKFMHZSA-N	N=c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1	-95.8	C00387	cpd00311
cpd00013_c0	NH3_c0	H4N	1	QGZKDVFQNNGYKY-UHFFFAOYSA-O	[NH4+]	-18.97	C00014	cpd00013
cpd01217_c0	Xanthosine_c0	C10H12N4O6	0	UBORTCNDUKBEOP-UUOKFMHZSA-N	OCC1OC(n2cnc3c(O)nc(O)nc32)C(O)C1O	-151.93	C01762	cpd01217
cpd00807_c0	L-histidinol-phosphate_c0	C6H11N3O4P	-1	CWNDERHTHMWBSI-YFKPBYRVSA-M	NC(COP(=O)([O-])O)Cc1cnc[nH]1	-214.91	C01100	cpd00807
cpd00930_c0	imidazole acetol-phosphate_c0	C6H7N2O5P	-2	YCFFMSOLUMRAMD-UHFFFAOYSA-L	O=C(COP(=O)([O-])[O-])Cc1cnc[nH]1	-242.14	C01267	cpd00930
cpd11999_c0	Deoxylimonate_c0	C26H31O8	-1	NLNLACOJSWLNHE-UHFFFAOYSA-M	CC1=C2CC(=O)OC(c3ccoc3)C2(C)CCC1C12COC(=O)CC1OC(C)(C)C2CC(=O)[O-]	-215.34	C02027	cpd11999
cpd12503_c0	Deoxylimononic acid D-ring-lactone_c0	C26H32O9	-2	BQKCYOXFBVKBDA-UHFFFAOYSA-L	CC1=C2CC(=O)OC(c3ccoc3)C2(C)CCC1C1(CO)C(CC(=O)[O-])OC(C)(C)C1CC(=O)[O-]	-258.76	C04251	cpd12503
cpd00118_c0	Putrescine_c0	C4H14N2	2	KIDHWZJUCRJVML-UHFFFAOYSA-P	[NH3+]CCCC[NH3+]	-6.02	C00134	cpd00118
cpd00264_c0	Spermidine_c0	C7H22N3	3	ATHGHQPFGPMSJY-UHFFFAOYSA-Q	[NH3+]CCCC[NH2+]CCC[NH3+]	4.79	C00315	cpd00264
cpd00726_c0	1,3-Propanediamine_c0	C3H12N2	2	XFNJVJPLKCPIBV-UHFFFAOYSA-P	[NH3+]CCC[NH3+]	-7.64	C00986	cpd00726
cpd03802_c0	Homospermidine_c0	C8H24N3	3	UODZHRGDSPLRMD-UHFFFAOYSA-Q	[NH3+]CCCC[NH2+]CCCC[NH3+]	6.41	C06366	cpd03802
cpd02961_c0	Dihydroneopterin_c0	C9H13N5O4	0	YQIFAMYNGGOTFB-XINAWCOVSA-N	N=c1nc(O)c2c([nH]1)NCC(C(O)C(O)CO)=N2	-75.95	C04874	cpd02961
cpd00229_c0	Glycolaldehyde_c0	C2H4O2	0	WGCNASOHLSPBMP-UHFFFAOYSA-N	O=CCO	-70.28	C00266	cpd00229
cpd00954_c0	6-hydroxymethyl dihydropterin_c0	C7H9N5O2	0	CQQNNQTXUGLUEV-UHFFFAOYSA-N	N=c1nc(O)c2c([nH]1)NCC(CO)=N2	-3.11	C01300	cpd00954
cpd00202_c0	DMAPP_c0	C5H10O7P2	-2	CBIDRCWHNCKSTO-UHFFFAOYSA-L	CC(C)=CCOP(=O)(O)OP(=O)([O-])[O-]	-439.18	C00235	cpd00202
cpd08615_c0	1-Hydroxy-2-methyl-2-butenyl 4-diphosphate_c0	C5H10O8P2	-2	MDSIZRKJVDMQOQ-GORDUTHDSA-L	CC(=CCOP(=O)(O)OP(=O)([O-])[O-])CO	-475.41	C11811	cpd08615
cpd00041_c0	L-Aspartate_c0	C4H6NO4	-1	CKLJMWTZIZZHCS-REOHCLBHSA-M	NC(CC(=O)[O-])C(=O)O	-165.75	C00049	cpd00041
cpd00025_c0	H2O2_c0	H2O2	0	MHAJPDPJQMAIIY-UHFFFAOYSA-N	OO	-32.05	C00027	cpd00025
cpd03246_c0	Taurochenodeoxycholate_c0	C26H44NO6S	-1	BHTRKEVKTKCXOH-BJLOMENOSA-M	CC(CCC([O-])=NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	-195.763	C05465	cpd03246
cpd00210_c0	Taurine_c0	C2H7NO3S	0	XOAAWQZATWQOTB-UHFFFAOYSA-N	NCCS(=O)(=O)O	-126.763	C00245	cpd00210
cpd01663_c0	Chenodiol_c0	C24H39O4	-1	RUDATBOHQWOJDD-BSWAIDMHSA-M	CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	-126.15	C02528	cpd01663
cpd00080_c0	Glycerol-3-phosphate_c0	C3H7O6P	-2	AWUCVROLDVIAJX-GSVOUGTGSA-L	O=P([O-])([O-])OCC(O)CO	-328.68	C00093	cpd00080
cpd15686_c0	CDP-1,2-diisopentadecanoylglycerol_c0	C42H75N3O15P2	-2			-644.46		cpd15686
cpd15719_c0	Diisopentadecanoylphosphatidylglycerophosphate_c0	C36H70O13P2	-2			-632.26		cpd15719
cpd11439_c0	fa4coa_c0	C36H61N7O17P3S	-3			-766.58		cpd11439
cpd15675_c0	1-anteisopentadecanoyl-sn-glycerol 3-phosphate_c0	C18H36O7P	-1			-346.88		cpd15675
cpd15331_c0	1-tetradecanoyl-sn-glycerol 3-phosphate_c0	C17H33O7P	-2	FAZBDRGXCKPVJU-UHFFFAOYSA-L	CCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-]	-346.69		cpd15331
cpd15522_c0	1,2-ditetradecanoyl-sn-glycerol 3-phosphate_c0	C31H60O8P	-1			-364.7		cpd15522
cpd00052_c0	CTP_c0	C9H13N3O14P3	-3	PCDQPRRSZKQHHS-XVFCMESISA-K	N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C2O)c([O-])n1	-761.38	C00063	cpd00052
cpd15682_c0	1,2-diisohexadecanoyl-sn-glycerol 3-phosphate_c0	C35H68O8P	-1			-361.84		cpd15682
cpd00113_c0	Isopentenyldiphosphate_c0	C5H10O7P2	-2	NUHSROFQTUXZQQ-UHFFFAOYSA-L	C=C(C)CCOP(=O)(O)OP(=O)([O-])[O-]	-439.84	C00129	cpd00113
cpd00350_c0	Farnesyldiphosphate_c0	C15H26O7P2	-2	VWFJDQUYCIWHTN-YFVJMOTDSA-L	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)([O-])[O-]	-383	C00448	cpd00350
cpd00289_c0	Geranylgeranyl diphosphate_c0	C20H34O7P2	-2	OINNEUNVOZHBOX-QIRCYJPOSA-L	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)([O-])[O-]	-354.91	C00353	cpd00289
cpd02498_c0	2,3-Dihydroxy-isovalerate_c0	C5H9O4	-1	JTEYKUFKXGDTEU-VKHMYHEASA-M	CC(C)(O)C(O)C(=O)[O-]	-161.2	C04039	cpd02498
cpd00123_c0	3-Methyl-2-oxobutanoate_c0	C5H7O3	-1	QHKABHOOEWYVLI-UHFFFAOYSA-M	CC(C)C(=O)C(=O)[O-]	-111.26	C00141	cpd00123
cpd11432_c0	fa11coa_c0	C38H65N7O17P3S	-3			-763.34		cpd11432
cpd15671_c0	1-isoheptadecanoyl-sn-glycerol 3-phosphate_c0	C20H40O7P	-1			-343.64		cpd15671
cpd00910_c0	Galactinol_c0	C12H22O11	0	VCWMRQDBPZKXKG-XIDCDEPRSA-N	OCC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(O)C(O)C1O	-378.44	C01235	cpd00910
cpd00108_c0	Galactose_c0	C6H12O6	0	WQZGKKKJIJFFOK-SVZMEOIVSA-N	OCC1OC(O)C(O)C(O)C1O	-218.28	C00124	cpd00108
cpd00121_c0	L-Inositol_c0	C6H12O6	0	CDAISMWEOUEBRE-GPIVLXJGSA-N	OC1C(O)C(O)C(O)C(O)C1O	-219.96	C00137	cpd00121
cpd00390_c0	CDP-glucose_c0	C15H23N3O16P2	-2	CGPHZDRCVSLMCF-JZMIEXBBSA-L	N=c1ccn(C2OC(COP(=O)([O-])OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c([O-])n1	-710.16	C00501	cpd00390
cpd00897_c0	CDP-4-dehydro-6-deoxy-D-glucose_c0	C15H21N3O15P2	-2	PUBYMNIINUUJLL-JPHISPRKSA-L	CC1OC(OP(=O)(O)OP(=O)([O-])OCC2OC(n3ccc(=N)nc3[O-])C(O)C2O)C(O)C(O)C1=O	-667.37	C01219	cpd00897
cpd02333_c0	Quinolinate_c0	C7H3NO4	-2	GJAWHXHKYYXBSV-UHFFFAOYSA-L	O=C([O-])c1cccnc1C(=O)[O-]	-119.77	C03722	cpd02333
cpd00095_c0	Glycerone-phosphate_c0	C3H5O6P	-2	GNGACRATGGDKBX-UHFFFAOYSA-L	O=C(CO)COP(=O)([O-])[O-]	-320.66	C00111	cpd00095
cpd03470_c0	Iminoaspartate_c0	C4H3NO4	-2	NMUOATVLLQEYHI-UHFFFAOYSA-L	N=C(CC(=O)[O-])C(=O)[O-]	-173.6	C05840	cpd03470
cpd09879_c0	S-(Hydroxymethyl)glutathione_c0	C11H18N3O7S	-1	PIUSLWSYOYFRFR-BQBZGAKWSA-M	NC(CCC([O-])=NC(CSCO)C(O)=NCC(=O)O)C(=O)O	-251.32	C14180	cpd09879
cpd00759_c0	S-Formylglutathione_c0	C11H16N3O7S	-1	FHXAGOICBFGEBF-BQBZGAKWSA-M	NC(CCC([O-])=NC(CSC=O)C(O)=NCC(=O)O)C(=O)O	-253.14	C01031	cpd00759
cpd15685_c0	CDP-1,2-diisotetradecanoylglycerol_c0	C40H71N3O15P2	-2			-647.7		cpd15685
cpd15691_c0	Diisotetradecanoylphosphatidylserine_c0	C34H64NO10P	-2			-431.98		cpd15691
cpd12232_c0	Nucleoside phosphate_c0	C5H9O7PR	-1					cpd12232
cpd00354_c0	NDP_c0	C5H9O10P2R	-2				C00454	cpd00354
cpd00162_c0	Aminoethanol_c0	C2H8NO	1	HZAXFHJVJLSVMW-UHFFFAOYSA-O	[NH3+]CCO	-44.51	C00189	cpd00162
cpd14891_c0	(7Z,10Z,13Z,16Z)-Docosatetraenoyl-CoA_c0	C43H67N7O17P3S	-3	LVXQCHCSSLFKLO-KPOVBLHLSA-J	CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-663.99	C16170	cpd14891
cpd16342_c0	Adrenic acid_c0	C22H35O2	-1	TWSWSIQAPQLDBP-DOFZRALJSA-M	CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)[O-]	35.09	C16527	cpd16342
cpd00519_c0	D-methylmalonyl-CoA_c0	C25H35N7O19P3S	-5	MZFOKIKEPGUZEN-IBNUZSNCSA-I	CC(C(=O)[O-])C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-863.85	C00683	cpd00519
cpd00086_c0	Propionyl-CoA_c0	C24H36N7O17P3S	-4	QAQREVBBADEHPA-IEXPHMLFSA-J	CCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-784.21	C00100	cpd00086
cpd00222_c0	GLCN_c0	C6H11O7	-1	RGHNJXZEOKUKBD-SQOUGZDYSA-M	O=C([O-])C(O)C(O)C(O)C(O)CO	-268.66	C00257	cpd00222
cpd00176_c0	2-keto-3-deoxygluconate_c0	C6H9O6	-1	WPAMZTWLKIDIOP-WVZVXSGGSA-M	O=C([O-])C(=O)CC(O)C(O)CO	-220.14	C00204	cpd00176
cpd00810_c0	Orotidylic acid_c0	C10H10N2O11P	-3	KYOBSHFOBAOFBF-XVFCMESISA-K	O=C([O-])c1cc([O-])nc(=O)n1C1OC(COP(=O)([O-])O)C(O)C1O	-479.18	C01103	cpd00810
cpd00091_c0	UMP_c0	C9H11N2O9P	-2	DJJCXFVJDGTHFX-XVFCMESISA-L	O=c1nc([O-])ccn1C1OC(COP(=O)([O-])O)C(O)C1O	-397.77	C00105	cpd00091
cpd00258_c0	D-Ribulose_c0	C5H10O5	0	ZAQJHHRNXZUBTE-NQXXGFSBSA-N	O=C(CO)C(O)C(O)CO	-181	C00309	cpd00258
cpd00171_c0	D-Ribulose5-phosphate_c0	C5H9O8P	-2	FNZLKVNUWIIPSJ-UHNVWZDZSA-L	O=C(CO)C(O)C(O)COP(=O)([O-])[O-]	-393.5	C00199	cpd00171
cpd00064_c0	Ornithine_c0	C5H13N2O2	1	AHLPHDHHMVZTML-BYPYZUCNSA-O	NC(CCC[NH3+])C(=O)O	-85.66	C00077	cpd00064
cpd01960_c0	2-Oxohept-3-enedioate_c0	C7H6O5	-2	HYVSZVZMTYIHKF-HNQUOIGGSA-L	O=C([O-])CCC=CC(=O)C(=O)[O-]	-164.85	C03063	cpd01960
cpd03326_c0	2-Hydroxyhepta-2,4-dienedioate_c0	C7H6O5	-2	ZBCBETMBSDTINL-WFTYEQLWSA-L	O=C([O-])CC=CC=C([O-])C(=O)O	-158.35	C05600	cpd03326
cpd15350_c0	2-dodecanoyl-sn-glycerol 3-phosphate_c0	C15H30O7P	-1			-349.93		cpd15350
cpd01741_c0	ddca_c0	C12H23O2	-1	POULHZVOKOAJMA-UHFFFAOYSA-M	CCCCCCCCCCCC(=O)[O-]	-70.55	C02679	cpd01741
cpd00199_c0	4-Oxobutanoate_c0	C4H5O3	-1	UIUJIQZEACWQSV-UHFFFAOYSA-M	O=CCCC(=O)[O-]	-110.26	C00232	cpd00199
cpd03708_c0	2,4-Dihydroxyhept-2-enedioate_c0	C7H8O6	-2	APNIDHDQYISZAE-HYXAFXHYSA-L	O=C([O-])CCC(O)C=C([O-])C(=O)O	-213.93	C06201	cpd03708
cpd00019_c0	S-Adenosyl-homocysteine_c0	C14H20N6O5S	0	ZJUKTBDSGOFHSH-WFMPWKQPSA-N	Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O	-76.11	C00021	cpd00019
cpd02738_c0	5-Methyltetrahydropteroyltri-L-glutamate_c0	C30H35N9O12	-4	HVRNKDVLFAVCJF-VJANTYMQSA-J	CN1c2c([O-])nc(=N)[nH]c2NCC1CNc1ccc(C(=O)NC(CCC([O-])=NC(CCC([O-])=NC(CCC(=O)[O-])C(=O)O)C(=O)O)C(=O)O)cc1	-315.66	C04489	cpd02738
cpd00017_c0	S-Adenosyl-L-methionine_c0	C15H23N6O5S	1	MEFKEPWMEQBLKI-AIRLBKTGSA-O	C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O	-66.63	C00019	cpd00017
cpd02555_c0	Tetrahydropteroyltri-L-glutamate_c0	C29H33N9O12	-4	RXWVHRYZTWZATH-UHFFFAOYSA-J	N=c1nc([O-])c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC([O-])=NC(CCC([O-])=NC(CCC(=O)[O-])C(=O)O)C(=O)O)C(=O)O)cc1)N2	-313.63	C04144	cpd02555
cpd15308_c0	1,2-Diacyl-sn-glycerol ditetradec-7-enoyl_c0	C31H56O5	0			-107.48		cpd15308
cpd15523_c0	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate_c0	C31H56O8P	-1			-319.98		cpd15523
cpd00307_c0	Cytosine_c0	C4H5N3O	0	OPTASPLRGRRNAP-UHFFFAOYSA-N	N=c1ccnc(O)[nH]1	-8.68	C00380	cpd00307
cpd00092_c0	Uracil_c0	C4H4N2O2	0	ISAKRJDGNUQOIC-UHFFFAOYSA-N	Oc1ccnc(O)n1	-61.07	C00106	cpd00092
cpd00781_c0	5-Dehydrogluconate_c0	C6H9O7	-1	IZSRJDGCGRAUAR-MROZADKFSA-M	O=C([O-])C(O)C(O)C(O)C(=O)CO	-260.64	C01062	cpd00781
cpd15702_c0	1,2-Dianteisoheptadecanoyl-sn-glycerol_c0	C37H72O5	0			-146.1		cpd15702
cpd15678_c0	1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate_c0	C37H72O8P	-1			-358.6		cpd15678
cpd11573_c0	Octodecanoyl-ACP_c0	C29H55N2O8PRS	-2					cpd11573
cpd00327_c0	strcoa_c0	C39H66N7O17P3S	-4	SIARJEKBADXQJG-LFZQUHGESA-J	CCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-759.91	C00412	cpd00327
cpd11540_c0	13-methyl-tetra-decanoyl-ACP_c0	C26H49N2O8PRS	-2					cpd11540
cpd11437_c0	fa3coa_c0	C36H61N7O17P3S	-3			-766.58		cpd11437
cpd15325_c0	1-dodecanoyl-sn-glycerol 3-phosphate_c0	C15H29O7P	-2	STTKJLVEXMKLNA-UHFFFAOYSA-L	CCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-]	-349.93		cpd15325
cpd03002_c0	Lipid A disaccharide_c0	C68H127N2O20P	-2	HLDJGHAAKRKPAV-QDORLFPLSA-L	CCCCCCCCCCCC(O)CC(=O)OC1C(O)C(CO)OC(OCC2OC(OP(=O)(O)O)C(N=C([O-])CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)C1N=C([O-])CC(O)CCCCCCCCCCC	-727.26	C04932	cpd03002
cpd02993_c0	Lipid IV(A)_c0	C68H126N2O23P2	-4	KVJWZTLXIROHIL-QDORLFPLSA-J	CCCCCCCCCCCC(O)CC(=O)OC1C(O)C(COC2OC(CO)C(OP(=O)([O-])[O-])C(OC(=O)CC(O)CCCCCCCCCCC)C2N=C([O-])CC(O)CCCCCCCCCCC)OC(OP(=O)(O)O)C1N=C([O-])CC(O)CCCCCCCCCCC	-939.76	C04919	cpd02993
cpd00055_c0	Formaldehyde_c0	CH2O	0	WSFSSNUMVMOOMR-UHFFFAOYSA-N	C=O	-31.2	C00067	cpd00055
cpd00198_c0	D-Xylulose5-phosphate_c0	C5H9O8P	-2	FNZLKVNUWIIPSJ-RFZPGFLSSA-L	O=C(CO)C(O)C(O)COP(=O)([O-])[O-]	-393.5	C00231	cpd00198
cpd00102_c0	Glyceraldehyde3-phosphate_c0	C3H5O6P	-2	LXJXRIRHZLFYRP-VKHMYHEASA-L	O=CC(O)COP(=O)([O-])[O-]	-319.2	C00118	cpd00102
cpd00157_c0	Glycerone_c0	C3H6O3	0	RXKJFZQQPQGTFL-UHFFFAOYSA-N	O=C(CO)CO	-108.16	C00184	cpd00157
cpd00047_c0	Formate_c0	CHO2	-1	BDAGIHXWWSANSR-UHFFFAOYSA-M	O=C[O-]	-83.9	C00058	cpd00047
cpd00330_c0	Dihydrofolate_c0	C19H19N7O6	-2	OZRNSSUDZOLUSN-LBPRGKRZSA-L	N=c1nc([O-])c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1)=N2	-109.12	C00415	cpd00330
cpd02046_c0	10-Formyldihydrofolate_c0	C20H19N7O7	-2	UXFQDXABPXWSTK-ZDUSSCGKSA-L	N=c1nc([O-])c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1)=N2	-139.92	C03204	cpd02046
cpd15677_c0	1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate_c0	C37H72O8P	-1			-358.6		cpd15677
cpd01977_c0	4-Phospho-L-aspartate_c0	C4H6NO7P	-2	IXZNKTPIYKDIGG-REOHCLBHSA-L	NC(CC(=O)OP(=O)([O-])O)C(=O)[O-]	-380.65	C03082	cpd01977
cpd15422_c0	CDP-1,2-ditetradec-7-enoylglycerol_c0	C40H67N3O15P2	-2			-599.36		cpd15422
cpd00493_c0	Pyridoxamine phosphate_c0	C8H12N2O5P	-1	ZMJGSOSNSPKHNH-UHFFFAOYSA-M	Cc1ncc(COP(=O)(O)O)c(CN)c1[O-]	-244.68	C00647	cpd00493
cpd00016_c0	Pyridoxal phosphate_c0	C8H8NO6P	-2	NGVDGCNFYWLIFO-UHFFFAOYSA-L	Cc1ncc(COP(=O)([O-])O)c(C=O)c1[O-]	-272	C00018	cpd00016
cpd01711_c0	Isobutyrate_c0	C4H7O2	-1	KQNPFQTWMSNSAP-UHFFFAOYSA-M	CC(C)C(=O)[O-]	-85.32	C02632	cpd01711
cpd02353_c0	2-Methylpropionyl phosphate_c0	C4H8O5P	-1	NFNSOHPYYIZPLS-UHFFFAOYSA-L	CC(C)C(=O)OP(=O)([O-])[O-]	-300.22	C03754	cpd02353
cpd15357_c0	2-octadec-11-enoyl-sn-glycerol 3-phosphate_c0	C21H40O7P	-1			-317.85		cpd15357
cpd15269_c0	octadecenoate_c0	C18H33O2	-1			-38.47		cpd15269
cpd03205_c0	Phytoene_c0	C40H64	0	YVLPJIGOMTXXLP-KEKOKYSKSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	230.58	C05413	cpd03205
cpd01055_c0	D-Allose_c0	C6H12O6	0	WQZGKKKJIJFFOK-IVMDWMLBSA-N	OCC1OC(O)C(O)C(O)C1O	-218.28	C01487	cpd01055
cpd01901_c0	D-Allose 6-phosphate_c0	C6H12O9P	-1	VFRROHXSMXFLSN-MOJAZDJTSA-L	O=CC(O)C(O)C(O)C(O)COP(=O)([O-])[O-]	-428.46	C02962	cpd01901
cpd00119_c0	L-Histidine_c0	C6H9N3O2	0	HNDVDQJCIGZPNO-YFKPBYRVSA-N	NC(Cc1cnc[nH]1)C(=O)O	-45.63	C00135	cpd00119
cpd00581_c0	Urocanate_c0	C6H5N2O2	-1	LOIYMIARKYCTBW-OWOJBTEDSA-M	O=C([O-])C=Cc1cnc[nH]1	-26.85	C00785	cpd00581
cpd03250_c0	4,5beta-Dihydrocortisone_c0	C21H30O5	0	YCLWEYIBFOLMEM-FNLRALKVSA-N	CC12CCC(=O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	-142.05	C05469	cpd03250
cpd00566_c0	Cortisone_c0	C21H28O5	0	MFYSYFVPBJMHGN-ZPOLXVRWSA-N	CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	-124.22	C00762	cpd00566
cpd15045_c0	3-Hydroxy-OPC8-CoA_c0	C39H61N7O19P3S	-3	PDDHCVXPABQISO-VKZQHDIOSA-J	CCC=CCC1C(=O)CCC1CCCCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-797.75	C16329	cpd15045
cpd15046_c0	3-Oxo-OPC8-CoA_c0	C39H59N7O19P3S	-3	YYCCMACTOAJGGW-OZVHGMPNSA-J	CCC=CCC1C(=O)CCC1CCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-789.73	C16330	cpd15046
cpd11893_c0	Diphthine_c0	C14H21N5O4R2	0				C01573	cpd11893
cpd11953_c0	Diphthamide_c0	C14H23N6O3R2	1				C02872	cpd11953
cpd00135_c0	Homocysteine_c0	C4H9NO2S	0	FFFHZYDWPBMWHY-VKHMYHEASA-N	NC(CCS)C(=O)O	-81.774	C00155	cpd00135
cpd00060_c0	L-Methionine_c0	C5H11NO2S	0	FFEARJCKVFRZRR-BYPYZUCNSA-N	CSCCC(N)C(=O)O	-75.91	C00073	cpd00060
cpd15423_c0	CDP-1,2-ditetradecanoylglycerol_c0	C40H71N3O15P2	-2			-644.08		cpd15423
cpd15553_c0	phosphatidylserine ditetradecanoyl_c0	C34H64NO10P	-2			-428.36		cpd15553
cpd00089_c0	Glucose-1-phosphate_c0	C6H11O9P	-2	HXXFSFRBOHSIMQ-VFUOTHLCSA-L	O=P([O-])([O-])OC1OC(CO)C(O)C(O)C1O	-430.78	C00103	cpd00089
cpd00387_c0	ADPglucose_c0	C16H23N5O15P2	-2	WFPZSXYXPSUOPY-ROYWQJLOSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OC2OC(CO)C(O)C(O)C2O)C(O)C1O	-622.63	C00498	cpd00387
cpd00794_c0	TRHL_c0	C12H22O11	0	HDTRYLNUVZCQOY-LIZSDCNHSA-N	OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	-376.76	C01083	cpd00794
cpd15418_c0	CDP-1,2-dihexadec-9-enoylglycerol_c0	C44H75N3O15P2	-2			-592.88		cpd15418
cpd15556_c0	phosphatidylserine dihexadec-9-enoyl_c0	C38H68NO10P	-2			-377.16		cpd15556
cpd15176_c0	3-Fluorocatechol_c0	C6H5O2F	0	DXOSJQLIRGXWCF-UHFFFAOYSA-N	Oc1cccc(F)c1O	-90.36	C16472	cpd15176
cpd15179_c0	2-Fluoro-cis,cis-muconate_c0	C6H3O4F	-2	PTYIDKBTGREHJW-HSFFGMMNSA-L	O=C([O-])C=CC=C(F)C(=O)[O-]		C16475	cpd15179
cpd01646_c0	2-Isopropylmalate_c0	C7H10O5	-2	BITYXLXUCSKTJS-UHFFFAOYSA-L	CC(C)C(O)(CC(=O)[O-])C(=O)[O-]	-201.18	C02504	cpd01646
cpd00788_c0	N-Acetyl-beta-alanine_c0	C5H8NO3	-1	LJLLAWRMBZNPMO-UHFFFAOYSA-M	CC([O-])=NCCC(=O)O	-115.71	C01073	cpd00788
cpd00029_c0	Acetate_c0	C2H3O2	-1	QTBSBXVTEAMEQO-UHFFFAOYSA-M	CC(=O)[O-]	-88.29	C00033	cpd00029
